"Company","cpu_brand","cpu_name","cpu_speed","gpu_brand","Inches","ips_display","memory_type","OpSys","Price","primary_storage","Ram","resolution_height","resolution_width","secondary_storage","touchscreen","TypeName","Weight"
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",98302.0,"512",16,3840,2160,"1024",0,"Gaming",2.65
"Lenovo","Intel"," Core i5",2.3,"Intel",15.6,0,"ssd","windows",26267.0,"128",4,1366,768,"0",0,"Notebook",2.1
"Acer","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hdd","windows",39534.0,"1024",8,1920,1080,"0",0,"Notebook",2.23
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",93187.0,"512",16,1920,1080,"1024",0,"Gaming",3.2
"Dell","Intel"," Xeon E3-1505M",3.0,"Nvidia",15.6,0,"hybrid","windows",162770.0,"256",16,3840,2160,"1024",0,"Workstation",2.8
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","N/A",74485.0,"512",16,1920,1080,"0",0,"Gaming",2.4
"Dell","Intel"," Core i3",2.4,"Intel",15.6,0,"hdd","windows",23390.0,"1024",6,1366,768,"0",1,"Notebook",2.3
"Dell","Intel"," Core i7",1.8,"Intel",13.3,1,"ssd","windows",103843.0,"256",8,3840,2160,"0",1,"Ultrabook",1.21
"Acer","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hdd","linux",41505.0,"1024",8,1920,1080,"0",0,"Notebook",2.4
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",74965.0,"256",16,1920,1080,"1024",0,"Gaming",2.9
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","N/A",18595.0,"500",4,1920,1080,"0",0,"Notebook",2.1
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","N/A",29251.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Huawei","Intel"," Core i7",2.7,"Intel",13.0,1,"ssd","windows",79867.0,"512",8,2160,1440,"0",0,"Ultrabook",1.05
"Dell","Intel"," Core i7",1.8,"AMD",13.3,1,"ssd","windows",49651.0,"256",8,1920,1080,"0",0,"Ultrabook",1.4
"Lenovo","Intel"," Core i5",2.5,"Nvidia",17.3,0,"hdd","N/A",31382.0,"1024",8,1600,900,"0",0,"Notebook",2.8
"HP","Intel"," Core i7",1.8,"Nvidia",14.0,0,"ssd","windows",54932.0,"256",8,1920,1080,"0",0,"Notebook",1.63
"Dell","Intel"," Core i5",1.6,"Intel",14.0,0,"ssd","windows",61219.0,"256",8,1920,1080,"0",0,"Ultrabook",1.6
"Dell","Intel"," Core i7",1.8,"Intel",13.3,0,"ssd","windows",68145.0,"512",16,1920,1080,"0",1,"2 in 1 Convertible",1.62
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"ssd","linux",36089.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",1.6,"Intel",14.0,1,"ssd","windows",47899.0,"256",8,1920,1080,"0",0,"2 in 1 Convertible",1.74
"Toshiba","Intel"," Core i7",2.5,"Intel",13.3,0,"ssd","windows",72621.0,"256",8,1920,1080,"0",0,"Ultrabook",1.2
"HP","Intel"," Core i5",1.6,"Intel",15.6,0,"hdd","windows",42304.0,"1024",8,1920,1080,"0",0,"Notebook",2.1
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",130874.0,"256",16,1920,1080,"1024",0,"Gaming",4.42
"Acer","Intel"," Core i7",2.7,"Nvidia",15.6,0,"ssd","windows",44329.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"hdd","windows",45768.0,"1024",16,1920,1080,"0",1,"Notebook",2.3
"Asus","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",40972.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Asus","Intel"," Core i5",2.5,"Nvidia",17.3,0,"hybrid","windows",47472.0,"256",8,1920,1080,"500",0,"Notebook",2.69
"HP","Intel"," Core i7",2.7,"AMD",15.6,0,"hdd","windows",67612.0,"1024",8,1920,1080,"0",0,"Notebook",1.9
"Asus","Intel"," Core i3",2.4,"Intel",15.6,0,"hdd","windows",21258.0,"1024",4,1366,768,"0",0,"Notebook",2.37
"HP","AMD"," E-Series 9000e",1.5,"AMD",15.6,0,"hdd","windows",17582.0,"500",4,1366,768,"0",0,"Notebook",2.1
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",79867.0,"256",16,1920,1080,"1024",0,"Gaming",3.2
"Dell","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",45768.0,"256",8,1920,1080,"0",0,"Notebook",1.6
"Acer","Intel"," Core i5",2.3,"Intel",13.3,1,"ssd","windows",36710.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.6
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"ssd","linux",47899.0,"256",16,1920,1080,"0",0,"Notebook",2.36
"Acer","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","linux",20779.0,"1024",4,1366,768,"0",0,"Notebook",2.1
"Asus","AMD"," A10-Series A10-9620P",2.5,"AMD",15.6,0,"hybrid","windows",30636.0,"128",4,1920,1080,"1024",0,"Notebook",2.2
"Asus","Intel"," Core i7",2.9,"Nvidia",17.3,0,"hybrid","windows",207259.0,"512",32,1920,1080,"1024",0,"Gaming",4.7
"Acer","Intel"," Core i5",2.5,"Nvidia",15.6,1,"ssd","windows",45075.0,"256",8,1920,1080,"0",0,"Gaming",2.5
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","windows",31382.0,"128",8,1366,768,"0",0,"Notebook",7.2
"Asus","Intel"," Core i7",1.8,"Nvidia",17.3,0,"hybrid","windows",61006.0,"128",8,1920,1080,"1024",0,"Notebook",2.1
"Asus","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hybrid","N/A",47366.0,"128",8,1920,1080,"1024",0,"Notebook",2.69
"Dell","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",46833.0,"256",8,1920,1080,"0",0,"Gaming",2.56
"Lenovo","Intel"," Core i7",2.7,"Intel",13.9,1,"ssd","windows",57489.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.38
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",52481.0,"128",8,1920,1080,"2048",0,"Notebook",2.2
"HP","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",29784.0,"1024",8,1366,768,"0",1,"Notebook",2.04
"Asus","Intel"," Core i7",2.9,"Nvidia",17.3,0,"ssd","windows",159787.0,"256",16,1920,1080,"0",0,"Gaming",3.6
"HP","Intel"," Core i5",1.6,"Intel",13.3,1,"hdd","windows",35964.0,"500",4,1920,1080,"0",0,"Notebook",1.49
"Apple","Intel"," Core i5",3.1,"Intel",13.3,1,"ssd","mac",108691.0,"512",8,2560,1600,"0",0,"Ultrabook",1.37
"Dell","Intel"," Core i7",1.8,"Intel",15.6,1,"hdd","windows",43636.0,"1024",8,1920,1080,"0",1,"2 in 1 Convertible",2.08
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",95851.0,"256",16,1920,1080,"1024",0,"Gaming",4.3
"Asus","AMD"," A9-Series 9420",3.0,"AMD",15.6,0,"hdd","windows",24988.0,"1024",4,1366,768,"0",0,"Notebook",1.68
"Lenovo","Intel"," Core i7",1.8,"Intel",13.9,1,"ssd","windows",98515.0,"512",8,1920,1080,"0",1,"2 in 1 Convertible",1.37
"Acer","Intel"," Core i3",2.7,"Nvidia",17.3,1,"ssd","windows",37403.0,"256",4,1920,1080,"0",0,"Notebook",3.0
"Dell","Intel"," Core i5",1.6,"Intel",13.3,0,"ssd","windows",50563.0,"256",8,1920,1080,"0",0,"Ultrabook",1.41
"HP","AMD"," A6-Series A6-9220",2.5,"AMD",15.6,0,"ssd","windows",23758.0,"128",8,1366,768,"0",0,"Notebook",1.91
"HP","Intel"," Core i7",1.8,"Nvidia",17.3,1,"hdd","windows",56424.0,"1024",16,1920,1080,"0",0,"Notebook",2.9
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",133147.0,"512",16,1920,1080,"1024",0,"Gaming",4.14
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"ssd","windows",90523.0,"512",8,1920,1080,"0",1,"2 in 1 Convertible",2.0
"Dell","Intel"," Core i7",1.8,"AMD",17.3,0,"hybrid","windows",60846.0,"128",8,1920,1080,"1024",0,"Notebook",2.8
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","N/A",23656.0,"256",4,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Core i5",1.6,"Intel",15.6,1,"hdd","windows",38468.0,"500",4,1920,1080,"0",0,"Notebook",2.1
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",35005.0,"1024",4,1920,1080,"0",0,"Notebook",2.18
"Dell","Intel"," Core i5",2.5,"AMD",15.6,0,"hdd","windows",30103.0,"1024",8,1920,1080,"0",0,"Notebook",2.24
"Dell","Intel"," Core i5",1.6,"Intel",15.6,0,"ssd","windows",42571.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",2.67
"Asus","Intel"," Core i7",1.8,"Intel",13.3,0,"ssd","windows",79867.0,"512",8,1920,1080,"512",1,"2 in 1 Convertible",4.1
"HP","Intel"," Core i7",1.8,"Nvidia",17.3,0,"hdd","windows",54239.0,"1024",8,1920,1080,"0",0,"Notebook",2.5
"Lenovo","Intel"," Core i7",1.8,"Intel",15.6,0,"ssd","windows",46886.0,"256",8,1920,1080,"0",0,"Notebook",2.05
"Apple","Intel"," Core i5",2.9,"Intel",13.3,1,"ssd","mac",104370.0,"512",8,2560,1600,"0",0,"Ultrabook",1.37
"Asus","AMD"," Ryzen 1700",3.0,"AMD",17.3,0,"hybrid","windows",82531.0,"256",16,1920,1080,"1024",0,"Gaming",3.2
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"ssd","linux",39165.0,"256",8,1920,1080,"0",0,"Notebook",2.14
"Lenovo","Intel"," Core i7",2.6,"Intel",14.0,0,"ssd","windows",133147.0,"512",16,2560,1440,"0",1,"2 in 1 Convertible",1.36
"Toshiba","Intel"," Core i7",2.5,"Nvidia",15.6,0,"hdd","windows",43263.0,"500",8,1366,768,"0",0,"Notebook",2.2
"Dell","Intel"," Core i7",2.7,"Intel",15.6,0,"hdd","windows",37992.0,"1024",12,1366,768,"0",0,"Notebook",2.3
"Dell","Intel"," Core i7",1.8,"AMD",17.3,0,"hybrid","linux",58555.0,"128",8,1920,1080,"1024",0,"Notebook",2.8
"Acer","Intel"," Core i7",1.8,"Nvidia",15.6,1,"hdd","windows",39694.0,"1024",8,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i3",2.0,"Intel",17.3,0,"hdd","windows",26054.0,"1024",4,1600,900,"0",0,"Notebook",2.8
"Lenovo","Intel"," Core i7",1.8,"Nvidia",17.3,0,"hdd","N/A",45235.0,"2048",8,1920,1080,"0",0,"Notebook",2.8
"Lenovo","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hybrid","windows",45768.0,"128",6,1600,900,"1024",0,"Notebook",2.8
"Dell","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","linux",22804.0,"1024",4,1920,1080,"0",0,"Notebook",2.25
"Lenovo","Intel"," Core i5",2.5,"Nvidia",15.6,1,"ssd","windows",44169.0,"256",8,1920,1080,"0",0,"Gaming",2.5
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",30849.0,"256",6,1920,1080,"0",0,"Notebook",2.2
"Acer","Intel"," Core i7",1.8,"Nvidia",15.6,1,"ssd","windows",50669.0,"256",8,1920,1080,"0",0,"Notebook",3.0
"Acer","Intel"," Core i7",2.7,"Intel",15.6,1,"hdd","windows",35112.0,"1024",12,1920,1080,"0",1,"Notebook",2.15
"Lenovo","Intel"," Core i7",2.7,"Intel",15.6,1,"ssd","windows",58448.0,"256",8,1920,1080,"0",0,"Notebook",1.95
"Asus","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",52055.0,"256",8,1920,1080,"0",0,"Ultrabook",1.7
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",62817.0,"256",16,1920,1080,"1024",0,"Gaming",2.5
"Lenovo","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hdd","N/A",35112.0,"1024",8,1920,1080,"0",0,"Notebook",2.2
"Acer","Intel"," Celeron Dual",1.5,"Intel",15.6,0,"ssd","other",10603.0,"16",2,1366,768,"0",0,"Notebook",2.19
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hdd","windows",63243.0,"1024",8,1920,1080,"0",0,"Gaming",3.0
"HP","Intel"," Core i3",2.0,"Intel",17.3,0,"hdd","windows",26054.0,"1024",8,1600,900,"0",0,"Notebook",2.54
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",97449.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Lenovo","Intel"," Core i5",1.6,"Intel",15.6,0,"ssd","windows",39374.0,"256",8,1920,1080,"0",0,"Notebook",2.05
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hdd","windows",69211.0,"1024",8,1920,1080,"0",0,"Gaming",3.2
"Acer","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","linux",52161.0,"256",8,1920,1080,"0",0,"Notebook",2.5
"Dell","Intel"," Core i7",2.9,"Nvidia",17.3,0,"ssd","windows",153705.0,"256",16,1920,1080,"0",0,"Workstation",3.42
"Lenovo","AMD"," A10-Series 9600P",2.4,"AMD",15.6,0,"hdd","windows",26587.0,"1024",6,1920,1080,"0",0,"Notebook",2.4
"Asus","Intel"," Core i7",2.7,"Nvidia",15.6,0,"ssd","windows",78215.0,"512",16,1920,1080,"0",0,"Ultrabook",1.63
"Asus","Intel"," Core i3",2.4,"Intel",14.0,0,"ssd","windows",27120.0,"128",4,1366,768,"0",0,"Notebook",1.3
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",113060.0,"256",16,1920,1080,"1024",0,"Gaming",2.9
"Lenovo","Intel"," Core i5",2.5,"Nvidia",17.3,0,"hdd","windows",34579.0,"1024",6,1600,900,"0",0,"Notebook",5.8
"Lenovo","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","N/A",29251.0,"2048",8,1366,768,"0",0,"Notebook",2.2
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",67399.0,"128",8,1920,1080,"1024",0,"Gaming",2.5
"Lenovo","Intel"," Pentium Quad",1.1,"Intel",15.6,0,"hdd","N/A",19180.0,"1024",4,1366,768,"0",0,"Notebook",2.2
"HP","Intel"," Core i7",2.8,"Intel",13.3,0,"ssd","windows",105228.0,"256",16,1920,1080,"0",1,"2 in 1 Convertible",1.28
"Toshiba","Intel"," Core i7",2.5,"Nvidia",15.6,1,"ssd","windows",55571.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hybrid","windows",43636.0,"128",8,1920,1080,"1024",0,"Notebook",2.3
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",24988.0,"1024",4,1920,1080,"0",0,"Notebook",1.86
"Lenovo","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",53227.0,"256",8,1920,1080,"0",0,"Notebook",1.1
"Dell","Intel"," Core i7",1.8,"Intel",13.3,1,"ssd","windows",133147.0,"1024",16,3840,2160,"0",1,"Ultrabook",1.21
"MSI","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",111835.0,"256",16,1920,1080,"1024",0,"Gaming",2.8
"Acer","AMD"," A8-Series 7410",2.2,"AMD",15.6,0,"ssd","windows",24988.0,"256",8,1920,1080,"0",0,"Notebook",2.23
"Asus","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","windows",14652.0,"32",2,1366,768,"0",1,"2 in 1 Convertible",1.1
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"hybrid","windows",44968.0,"128",8,1920,1080,"1024",0,"Notebook",2.33
"HP","Intel"," Core i7",1.8,"Intel",13.3,1,"ssd","windows",130483.0,"1024",16,3840,2160,"0",1,"2 in 1 Convertible",1.29
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",13.3,0,"flash_storage","other",24503.0,"16",4,1366,768,"0",0,"Notebook",1.45
"HP","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",52214.0,"256",8,1920,1080,"0",0,"Notebook",1.95
"Acer","Intel"," Pentium Quad",1.6,"Intel",11.6,0,"flash_storage","windows",25841.0,"128",4,1366,768,"0",0,"Notebook",1.4
"HP","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",68838.0,"256",8,1920,1080,"0",0,"Notebook",1.48
"Lenovo","Intel"," Core i5",2.5,"Nvidia",17.3,0,"hdd","windows",31382.0,"1024",4,1600,900,"0",0,"Notebook",2.79
"Asus","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",58288.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"HP","Intel"," Core i7",1.8,"Intel",15.6,1,"hdd","windows",48059.0,"1024",8,1366,768,"0",0,"Notebook",2.1
"Acer","AMD"," A12-Series 9720P",2.7,"AMD",15.6,0,"ssd","windows",35112.0,"256",8,1366,768,"0",0,"Notebook",2.2
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",14.0,0,"flash_storage","windows",15558.0,"32",4,1366,768,"0",0,"Notebook",1.44
"Acer","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",29251.0,"1024",6,1366,768,"0",0,"Notebook",8.23
"Asus","Intel"," Core i7",2.7,"Nvidia",15.6,0,"ssd","windows",55939.0,"256",8,1920,1080,"0",0,"Ultrabook",1.7
"HP","Intel"," Core i7",2.7,"Intel",12.5,0,"ssd","windows",71129.0,"256",8,1920,1080,"0",0,"Ultrabook",1.26
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",140606.0,"1024",32,3840,2160,"0",1,"Notebook",2.06
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",63883.0,"256",8,1920,1080,"1024",0,"Gaming",2.7
"Toshiba","Intel"," Core i5",2.5,"Intel",15.6,1,"ssd","windows",50243.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Asus","Intel"," Core i7",2.7,"Intel",14.0,0,"hybrid","windows",71076.0,"256",8,1920,1080,"1024",0,"Notebook",2.0
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",23923.0,"1024",4,1920,1080,"0",0,"Notebook",1.85
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",53227.0,"256",8,1920,1080,"0",0,"Gaming",2.5
"HP","Intel"," Core i5",2.6,"Intel",14.0,0,"ssd","windows",67559.0,"256",8,1920,1080,"0",0,"Notebook",1.48
"HP","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",60952.0,"256",8,1920,1080,"0",0,"Notebook",1.84
"Asus","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","linux",14651.0,"1024",4,1366,768,"0",0,"Notebook",2.0
"Dell","Intel"," Core i5",1.6,"Nvidia",15.6,0,"ssd","windows",60886.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Dell","Intel"," Celeron Dual",1.6,"Intel",15.6,0,"hdd","linux",14647.0,"500",4,1366,768,"0",0,"Notebook",2.2
"Lenovo","AMD"," A12-Series 9720P",3.6,"AMD",15.6,0,"hdd","windows",47899.0,"2048",12,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Core i3",2.4,"Nvidia",15.6,1,"hdd","windows",38148.0,"1024",8,1920,1080,"0",0,"Notebook",2.1
"Lenovo","Intel"," Core i7",1.8,"Intel",13.9,1,"ssd","windows",111835.0,"512",16,3840,2160,"0",1,"2 in 1 Convertible",1.4
"Dell","Intel"," Core i7",1.8,"Intel",13.3,0,"ssd","windows",84129.0,"256",8,1920,1080,"0",0,"Ultrabook",1.2
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",60153.0,"256",16,1920,1080,"2048",0,"Gaming",2.4
"HP","Intel"," Celeron Dual",1.6,"Intel",14.0,0,"flash_storage","windows",14865.0,"32",2,1366,768,"0",0,"Notebook",1.44
"Dell","Intel"," Core i7",1.9,"Intel",15.6,0,"ssd","windows",85672.0,"512",16,1920,1080,"256",0,"Ultrabook",1.88
"Asus","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","windows",19980.0,"32",4,1366,768,"0",1,"2 in 1 Convertible",1.5
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"hdd","windows",35325.0,"1024",8,1920,1080,"0",0,"Ultrabook",0.0
"HP","Intel"," Core i7",2.7,"Intel",15.6,0,"ssd","windows",69477.0,"256",8,1920,1080,"0",0,"Notebook",1.84
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",75072.0,"128",8,1920,1080,"1024",0,"Gaming",2.7
"HP","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",92615.0,"256",8,1920,1080,"0",0,"Workstation",2.6
"Toshiba","Intel"," Core i7",2.5,"Nvidia",15.6,1,"ssd","windows",74752.0,"512",16,1920,1080,"0",0,"Notebook",2.4
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",51730.0,"128",8,1920,1080,"2048",0,"Notebook",2.02
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","N/A",17156.0,"1024",4,1366,768,"0",0,"Notebook",2.2
"Dell","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","windows",53227.0,"1024",8,1920,1080,"0",0,"Gaming",2.65
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",29697.0,"2048",8,1366,768,"0",1,"Notebook",2.36
"Dell","Intel"," Core i5",2.6,"Intel",14.0,0,"ssd","windows",76031.0,"256",8,1920,1080,"0",0,"Notebook",1.36
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",23390.0,"500",4,1366,768,"0",0,"Notebook",1.86
"Asus","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",50350.0,"256",8,1920,1080,"0",0,"Notebook",2.0
"Lenovo","Intel"," Core i5",2.5,"Nvidia",17.3,0,"hybrid","windows",38308.0,"128",6,1600,900,"1024",0,"Notebook",2.8
"HP","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",34046.0,"1024",8,1920,1080,"0",0,"Notebook",1.86
"Lenovo","Intel"," Core i3",2.0,"Nvidia",15.6,0,"ssd","N/A",26587.0,"256",8,1366,768,"0",0,"Notebook",2.2
"HP","Intel"," Pentium Quad",1.6,"Intel",15.6,0,"hdd","windows",20726.0,"2048",8,1366,768,"0",0,"Notebook",2.04
"Dell","Intel"," Core i5",1.6,"AMD",17.3,0,"hybrid","windows",57809.0,"128",8,1920,1080,"1024",0,"Notebook",2.8
"Lenovo","Intel"," Core i5",2.5,"Nvidia",15.6,1,"hybrid","N/A",43104.0,"128",8,1920,1080,"1024",0,"Gaming",2.4
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"ssd","windows",47899.0,"256",8,1920,1080,"0",0,"Notebook",2.33
"HP","Intel"," Core i7",2.7,"Intel",14.0,1,"ssd","windows",93240.0,"256",8,1920,1080,"0",0,"Ultrabook",1.36
"Asus","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hybrid","windows",58555.0,"512",12,1920,1080,"2048",1,"2 in 1 Convertible",2.26
"Acer","AMD"," A9-Series 9420",3.0,"AMD",15.6,0,"ssd","windows",22697.0,"128",4,1366,768,"0",0,"Notebook",2.1
"Asus","AMD"," Ryzen 1700",3.0,"AMD",17.3,1,"hybrid","windows",117163.0,"256",16,1920,1080,"1024",0,"Gaming",3.25
"Lenovo","AMD"," A8-Series 7410",2.2,"AMD",17.3,0,"ssd","windows",26054.0,"128",4,1600,900,"0",0,"Notebook",2.6
"Dell","Intel"," Core i7",1.8,"Intel",13.3,0,"ssd","windows",46301.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.62
"HP","AMD"," A9-Series 9420",3.0,"AMD",15.6,0,"ssd","windows",26053.0,"256",4,1920,1080,"0",0,"Notebook",1.91
"Lenovo","Intel"," Celeron Quad",1.1,"Intel",11.6,1,"ssd","windows",29464.0,"128",4,1366,768,"0",0,"Netbook",1.59
"Dell","Intel"," Celeron Dual",1.6,"Intel",15.6,0,"hdd","windows",16464.0,"500",4,1366,768,"0",0,"Notebook",1.8
"Asus","Intel"," Celeron Dual",1.1,"Intel",14.0,0,"flash_storage","windows",15238.0,"32",4,1366,768,"0",0,"Notebook",1.5
"Acer","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hdd","linux",45075.0,"1024",8,1920,1080,"0",0,"Notebook",2.4
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",63456.0,"128",8,1920,1080,"1024",0,"Gaming",3.35
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","N/A",21498.0,"128",4,1920,1080,"0",0,"Notebook",1.85
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",88178.0,"128",8,1920,1080,"1024",0,"Gaming",2.3
"Lenovo","Intel"," Core i5",2.5,"Nvidia",14.0,1,"ssd","windows",58555.0,"256",8,1920,1080,"0",0,"Notebook",1.5
"Asus","Intel"," Core i7",2.7,"Intel",13.3,0,"ssd","windows",93181.0,"512",16,1920,1080,"0",1,"Ultrabook",1.1
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,1,"ssd","windows",121585.0,"512",8,2560,1440,"0",0,"Ultrabook",1.13
"Lenovo","Intel"," Core i3",2.4,"Intel",13.3,1,"ssd","windows",29251.0,"128",4,1920,1080,"0",0,"Notebook",1.5
"Dell","Intel"," Core i5",2.6,"AMD",15.6,0,"hdd","windows",72940.0,"500",8,1920,1080,"0",0,"Workstation",2.23
"Dell","Intel"," Core i7",2.7,"Nvidia",15.6,1,"ssd","windows",113753.0,"256",8,1920,1080,"0",0,"Workstation",2.0
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",133680.0,"512",16,2560,1440,"0",1,"2 in 1 Convertible",1.42
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hdd","windows",55358.0,"1024",8,1920,1080,"0",0,"Gaming",3.0
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",84768.0,"256",16,1920,1080,"1024",0,"Gaming",3.0
"Acer","Intel"," Core i5",1.6,"Nvidia",15.6,1,"hdd","windows",36976.0,"1024",12,1366,768,"0",0,"Notebook",2.2
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"ssd","windows",71875.0,"256",8,1920,1080,"0",0,"Gaming",2.7
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"ssd","linux",41498.0,"256",8,1920,1080,"0",0,"Notebook",2.33
"HP","AMD"," A9-Series 9420",3.0,"AMD",15.6,0,"ssd","windows",26587.0,"256",4,1920,1080,"0",0,"Ultrabook",1.91
"Lenovo","Intel"," Core i7",1.8,"AMD",15.6,1,"ssd","windows",65511.0,"256",8,1920,1080,"0",0,"Notebook",2.1
